Type,Aggregation,Statement,Matrix_A,Matrix_B,Vector_V,Execution,Heap,RSS,DuckDB-L2-Norm,Tensorflow-L2-Norm,DuckDB-MSE,Tensorflow-MSE,DuckDB-Sum,Tensorflow-Sum
bfloat,standard,4,3600,3600,60,0.038312,0.002265625,0.043408203125,30.40320534353545,6.018509396887625,15.405914919353043,0.6037075893404107,29472.0,29568
bfloat,kahan,4,3600,3600,60,0.076101,0.002265625,0.04326171875,6.368907819512032,6.018509396887625,0.6760497802240251,0.6037075893404107,29528.0,29568
double,standard,1,4900,4900,70,0.06782,0.0025,0.045673828125,1.0156536737443752e-11,0.0,1.4736462642720652e-24,0.0,40310.55008793394,40310.55008793393
double,kahan,1,4900,4900,70,0.075946,0.0025,0.0433984375,7.30166935833559e-13,0.0,7.616339345493838e-27,0.0,40310.55008793394,40310.55008793393
double,standard,2,4900,4900,70,1.536902,0.002431640625,0.0404296875,-1,-1,-1,-1,43480.39814228837,-1
double,kahan,2,4900,4900,70,1.840908,0.002431640625,0.039814453125,-1,-1,-1,-1,43480.39814228837,-1
double,standard,3,4900,4900,70,0.039032,0.002216796875,0.044970703125,15.0425277452574,0.0,3.2325377280976957,0.0,1150.743153489986,1146.6882628394171
double,kahan,3,4900,4900,70,0.039265,0.0022265625,0.043505859375,15.042527745257406,0.0,3.2325377280976983,0.0,1150.743153489986,1146.6882628394171
double,standard,4,4900,4900,70,0.043967,0.002294921875,0.045244140625,1.3123322310792896e-12,0.0,2.460308406756494e-26,0.0,40310.55008793394,40310.55008793393
double,kahan,4,4900,4900,70,0.037257,0.0023046875,0.0429296875,7.323762205672396e-13,0.0,7.66249897789077e-27,0.0,40310.55008793394,40310.55008793393
float,standard,1,4900,4900,70,0.065584,0.0025,0.04353515625,0.004966199154327073,0.00023542464517427398,3.523304862919848e-07,7.917823365061829e-10,40310.54784999999,40310.55
float,kahan,1,4900,4900,70,0.048652,0.0025,0.047783203125,0.0001848374298315389,0.00023542464517427398,4.88069649524701e-10,7.917823365061829e-10,40310.550319999995,40310.55
float,standard,2,4900,4900,70,1.948606,0.002431640625,0.036923828125,-1,-1,-1,-1,43480.3981749516,-1
float,kahan,2,4900,4900,70,1.979576,0.002431640625,0.03685546875,-1,-1,-1,-1,43480.3981749516,-1
float,standard,3,4900,4900,70,0.036262,0.002216796875,0.0416796875,15.042525554643799,5.201877935962873e-06,3.2325367866015964,3.865647722951052e-13,1150.743139,1146.6882
float,kahan,3,4900,4900,70,0.03908,0.002216796875,0.04275390625,15.042528316717705,5.201877935962873e-06,3.232537973703628,3.865647722951052e-13,1150.743157,1146.6882
float,standard,4,4900,4900,70,0.04202,0.002294921875,0.043662109375,0.0005745177791278362,0.00023542464517427398,4.715295407628304e-09,7.917823365061829e-10,40310.55041999999,40310.55
float,kahan,4,4900,4900,70,0.031319,0.002294921875,0.045419921875,0.0001887744947880026,0.00023542464517427398,5.090829983209374e-10,7.917823365061829e-10,40310.55022999999,40310.55
bfloat,standard,1,4900,4900,70,0.102967,0.002470703125,0.046806640625,2813.212082424164,9.59831704151575,113059.46029567572,1.3161098575635952,16832.0,39424
bfloat,kahan,1,4900,4900,70,0.112224,0.002470703125,0.04326171875,9.644189550326223,9.59831704151575,1.328719886894593,1.3161098575635952,40302.0,39424
bfloat,standard,2,4900,4900,70,1.967292,0.0024609375,0.037158203125,-1,-1,-1,-1,43478.47227923147,-1
bfloat,kahan,2,4900,4900,70,1.920682,0.00240234375,0.036572265625,-1,-1,-1,-1,43478.47227923147,-1
bfloat,standard,3,4900,4900,70,0.037078,0.0021875,0.04208984375,15.199597680060172,0.2366012223131244,3.300396709081294,0.0007997162628580645,1143.375,1152
bfloat,kahan,3,4900,4900,70,0.033213,0.0021875,0.0419140625,15.07289787763766,0.2366012223131244,3.245603577567055,0.0007997162628580645,1150.8125,1152
bfloat,standard,4,4900,4900,70,0.051567,0.002265625,0.0430859375,61.52197259511299,9.59831704151575,54.07075874276906,1.3161098575635952,39920.0,39424
bfloat,kahan,4,4900,4900,70,0.041027,0.002265625,0.04615234375,9.853365559250229,9.59831704151575,1.3869830406316939,1.3161098575635952,40310.0,39424
double,standard,1,6400,6400,80,0.081678,0.0025,0.04431640625,1.593157873793643e-11,0.0,3.172690013538351e-24,0.0,58170.73882362209,58170.73882362208
double,kahan,1,6400,6400,80,0.095026,0.002509765625,0.0453125,8.806144583576081e-13,0.0,9.693522803355793e-27,0.0,58170.73882362209,58170.73882362208
double,standard,2,6400,6400,80,2.978891,0.002431640625,0.042109375,-1,-1,-1,-1,67178.83332184714,-1
double,kahan,2,6400,6400,80,2.679733,0.002431640625,0.041455078125,-1,-1,-1,-1,67178.83332184714,-1
double,standard,3,6400,6400,80,0.051056,0.002216796875,0.0412109375,17.437072642722054,0.0,3.800643779344573,0.0,1451.5723970583285,1457.5718330166233
double,kahan,3,6400,6400,80,0.055701,0.0022265625,0.0419921875,17.43707264272205,0.0,3.800643779344571,0.0,1451.5723970583285,1457.5718330166233
double,standard,4,6400,6400,80,0.039435,0.0023046875,0.0433203125,1.7278903389490851e-12,0.0,3.7320062792919806e-26,0.0,58170.73882362209,58170.73882362208
double,kahan,4,6400,6400,80,0.045964,0.0023046875,0.046240234375,8.732451701540194e-13,0.0,9.53196408996653e-27,0.0,58170.73882362209,58170.73882362208
float,standard,1,6400,6400,80,0.093865,0.0025,0.04412109375,0.008202181669779872,0.0002416157529436169,8.409473018009114e-07,7.297271508813864e-10,58170.73903,58170.74
float,kahan,1,6400,6400,80,0.080659,0.0025,0.04349609375,0.00020931674214859575,0.0002416157529436169,5.476687317962715e-10,7.297271508813864e-10,58170.73893000001,58170.74
float,standard,2,6400,6400,80,3.340479,0.002431640625,0.038310546875,-1,-1,-1,-1,67178.83316403105,-1
float,kahan,2,6400,6400,80,3.637962,0.002431640625,0.039609375,-1,-1,-1,-1,67178.83316403105,-1
float,standard,3,6400,6400,80,0.042373,0.002216796875,0.04203125,17.43707034911706,7.024002222872771e-06,3.800642779500717,6.167075903365203e-13,1451.57241,1457.5719
float,kahan,3,6400,6400,80,0.043135,0.002216796875,0.044677734375,17.43707343744677,7.024002222872771e-06,3.800644125786397,6.167075903365203e-13,1451.572399,1457.5719
float,standard,4,6400,6400,80,0.039579,0.002294921875,0.042978515625,0.0008902428706718285,0.0002416157529436169,9.906654609775225e-09,7.297271508813864e-10,58170.74051999999,58170.74
float,kahan,4,6400,6400,80,0.045074,0.002294921875,0.0429296875,0.0002208510381560013,0.0002416157529436169,6.096897631822943e-10,7.297271508813864e-10,58170.73866,58170.74
bfloat,standard,1,6400,6400,80,0.116007,0.002470703125,0.042880859375,4261.825924245901,9.965409480589292,227039.50260718036,1.2413673264477367,20229.0,59392
bfloat,kahan,1,6400,6400,80,0.110014,0.002470703125,0.04251953125,9.972489038319715,9.965409480589292,1.243131720242586,1.2413673264477367,58140.0,59392
bfloat,standard,2,6400,6400,80,2.759006,0.00240234375,0.036806640625,-1,-1,-1,-1,67183.32834820134,-1
bfloat,kahan,2,6400,6400,80,2.948118,0.00240234375,0.038037109375,-1,-1,-1,-1,67183.32834820134,-1
bfloat,standard,3,6400,6400,80,0.039845,0.0021875,0.04482421875,17.490499167100687,0.3287409665355304,3.823969513929373,0.0013508827884839343,1444.625,1432
bfloat,kahan,3,6400,6400,80,0.041524,0.0021875,0.043125,17.45068484107219,0.3287409665355304,3.806580017780334,0.0013508827884839343,1451.0625,1432
bfloat,standard,4,6400,6400,80,0.051087,0.002265625,0.043525390625,68.99249648141084,9.965409480589292,59.499557134218584,1.2413673264477367,57744.0,59392
bfloat,kahan,4,6400,6400,80,0.043192,0.002265625,0.04330078125,9.830680809681914,9.965409480589292,1.208028564773103,1.2413673264477367,58144.0,59392
double,standard,1,8100,8100,90,0.103854,0.0025,0.043466796875,2.023561841426871e-11,0.0,4.549780584532122e-24,0.0,89266.87957959251,89266.87957959251
double,kahan,1,8100,8100,90,0.079527,0.002509765625,0.04509765625,1.4514563798461159e-12,0.0,2.3408062473288804e-26,0.0,89266.87957959253,89266.87957959251
double,standard,2,8100,8100,90,4.952652,0.002490234375,0.043740234375,-1,-1,-1,-1,97726.58473084551,-1
double,kahan,2,8100,8100,90,3.937179,0.002490234375,0.043837890625,-1,-1,-1,-1,97726.58473084551,-1
double,standard,3,8100,8100,90,0.035278,0.0022265625,0.04466796875,20.073321064692507,0.0,4.4770913174025315,0.0,1972.7593968268968,1977.0322260118721
double,kahan,3,8100,8100,90,0.039922,0.0022265625,0.0423046875,20.073321064692507,0.0,4.477091317402532,0.0,1972.7593968268968,1977.0322260118721
double,standard,4,8100,8100,90,0.046635,0.002294921875,0.043642578125,2.5573221771996925e-12,0.0,7.266551908885972e-26,0.0,89266.87957959253,89266.87957959251
double,kahan,4,8100,8100,90,0.045572,0.0023046875,0.04689453125,1.4153897152469577e-12,0.0,2.22592005114096e-26,0.0,89266.87957959253,89266.87957959251
float,standard,1,8100,8100,90,0.079343,0.0025,0.0433984375,0.011344534065073781,0.00038663169325684355,1.4299828128179939e-06,1.6609340692294882e-09,89266.87996,89266.875
float,kahan,1,8100,8100,90,0.09952,0.0025,0.04353515625,0.00031081305713372565,0.00038663169325684355,1.0733861831645845e-09,1.6609340692294882e-09,89266.87995,89266.875
float,standard,2,8100,8100,90,2.867185,0.002490234375,0.04119140625,-1,-1,-1,-1,97726.58500928366,-1
float,kahan,2,8100,8100,90,3.241361,0.002490234375,0.040859375,-1,-1,-1,-1,97726.58500928366,-1
